Mountpoint,City,Antenna_Name,Antenna_Status,Receiver_Name,Receiver_Status,Firmware,Firmware_Status,Coordinate_X,Coordinate_Y,Coordinate_Z,Delta,Epoch,Lat,Lon,Availability,Observation_Ratio,Non_Cycle_Slips,Multipath_MP1,Multipath_MP2,Multipath_MP5,Signals_GPS,Signals_GLO,Signals_GAL,Signals_BDS,Time
2TER,2TER_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4853749.4100,-82259.3888,4124997.8452,0.267,ITRF-20 2025-12-28,40.5457212001,-0.9709328314,99.83,0,95.65,27.6,32.8,26.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-26
2UBE,2UBE_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,5022624.0433,-295174.2995,3908270.0232,0.19,ITRF-20 2025-12-28,38.0263786502,-3.3633437979,96.83,0,96.97,33.5,34.6,27.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-26
2VIE,2VIE_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4567491.5216,1324159.5656,4236175.9856,0.5668,ITRF-20 2025-12-28,41.8853318693,16.1673802994,96.58,0,99.24,30.1,29.8,24.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-26
2WOR,2WOR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3910775.5035,-132770.8442,5020085.7212,0.7808,ITRF-20 2025-12-28,52.2509390421,-1.9444451155,99.87,0,98.57,36.4,42.3,37.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-26
FRAG,Angresse,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4620598.3650,-108108.2280,4380707.2440,0.2064,ITRF-20 2025-12-28,43.6577403308,-1.3403059105,100.08,0,92.31,16.4,21.4,16.7,1C 1X 2W 2X 5X,1C 2C,1X 5X 7X 8X,2I 6I 7I,2025-12-26
FRAV,Aveze,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4588237.3222,288420.4652,4406637.0026,0.4482,ITRF-20 2025-12-28,43.9792228841,3.5969282341,100.08,0,87.5,16.0,22.0,27.0,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRBA,Barcelonette,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4536387.8482,526117.0529,4439285.7946,0.2946,ITRF-20 2025-12-28,44.3811841127,6.6154425555,100.08,0,96.15,15.0,24.4,26.9,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRBR,Bruges,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4525983.8183,-47588.3766,4478776.0275,0.249,ITRF-20 2025-12-28,44.8904615573,-0.6024132636,100.08,0,94.45,17.0,29.1,18.4,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRCP,Case_De_Pene,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4683425.0776,228239.5508,4309360.2530,0.3678,ITRF-20 2025-12-28,42.7760224714,2.7900147775,100.08,0,98.15,14.5,28.0,31.2,1C 2W 5X,1C 1P 2C 2P,1X 5X 7X 8X,2I 7I,2025-12-26
FRCT,Castellane,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4578073.8369,524397.5217,4396223.6162,1.7533,ITRF-20 2025-12-28,43.8448274075,6.5344911416,100.08,0,97.06,16.9,21.2,25.6,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRCA,Castres,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4626088.7042,183809.9046,4372697.7302,0.5349,ITRF-20 2025-12-28,43.5566510015,2.2753551596,100.08,0,90.0,14.8,23.9,26.1,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRCD,Chateau_D_Olonne,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4397731.5661,-131352.3125,4602353.4402,0.5614,ITRF-20 2025-12-28,46.4818635480,-1.7108129707,100.08,0,99.95,27.5,21.5,20.5,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRDM,Dhuis_Et_Morin_En_Brie,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4194586.1013,255568.9170,4782244.1590,0.6065,ITRF-20 2025-12-28,48.8835670261,3.4866231555,100.08,0,92.86,13.4,21.6,25.3,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRDO,Dontcourt_Aux_Templiers,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4166866.9402,417067.4905,4795041.3899,0.7923,ITRF-20 2025-12-28,49.0586604577,5.7157773311,100.08,0,95.24,13.5,22.7,26.0,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRDZ,Donzere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4545867.0512,374548.8822,4443424.9887,0.2694,ITRF-20 2025-12-28,44.4425726826,4.7101477269,100.08,0,80.0,13.5,21.1,24.4,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRDR,Drucat,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4092884.7938,132257.0979,4873684.7563,0.446,ITRF-20 2025-12-28,50.1514121096,1.8508064646,100.08,0,99.76,27.7,26.3,24.5,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FREB,Ebersheim,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4214243.6438,554654.4844,4739684.3511,0.9323,ITRF-20 2025-12-28,48.3052003272,7.4978454649,100.08,0,99.86,26.4,26.3,25.1,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRGU,Guidel,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4282860.3496,-260813.9975,4703393.8227,0.468,ITRF-20 2025-12-28,47.8180983797,-3.4848462423,100.08,0,99.68,27.4,26.8,0.0,1C 2W,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRBO,La_Bourdiniere,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4247474.4443,106233.7274,4741253.7696,0.5515,ITRF-20 2025-12-28,48.3265701722,1.4327279809,100.08,0,99.84,26.6,22.9,22.0,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRPE,Le_Puy_En_Velay,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4506435.8886,307465.1599,4489254.4309,0.8576,ITRF-20 2025-12-28,45.0164412011,3.9031281738,100.08,0,97.78,13.9,22.0,26.0,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRMY,Maye,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4249467.0264,-47432.6824,4740390.9820,0.628,ITRF-20 2025-12-28,48.3151711849,-0.6395106998,100.08,0,99.81,29.9,25.4,26.6,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRMZ,Mazan,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4573244.6825,410604.8845,4412364.6268,0.2837,ITRF-20 2025-12-28,44.0516422000,5.1304963779,100.08,0,91.67,14.7,22.8,28.8,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRME,Melle,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4420856.2978,-10005.1554,4582281.3463,0.4342,ITRF-20 2025-12-28,45.2457381626,-0.1253491296,100.08,0,90.0,14.2,20.8,23.1,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRMS,Mours_Saint_Eusebe,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4495387.8752,398168.6755,4492265.5193,0.5078,ITRF-20 2025-12-28,45.0605783453,5.0616335240,100.08,0,99.89,25.5,19.8,20.3,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRNE,Neuville,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4253536.1448,56067.9055,4736749.3073,0.6448,ITRF-20 2025-12-28,48.2653603426,0.7551994937,100.08,0,99.83,28.4,26.5,25.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRNU,Nuisement,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4199625.7565,75063.4980,4784003.3595,0.642,ITRF-20 2025-12-28,48.9079785360,1.0239873661,99.83,0,99.78,37.4,39.7,40.6,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRPL,Plouhinec,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4260631.3944,-335208.3274,4718810.9382,0.2655,ITRF-20 2025-12-28,48.0244764814,-4.4985213556,99.83,0,80.0,15.7,24.0,26.9,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRSL,Sabl,CHCC220GR CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4289386.0457,-21927.1315,4704652.1034,0.6252,ITRF-20 2025-12-28,47.8347098434,-0.2928906757,100.08,0,95.24,15.4,25.4,25.3,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRSN,Saint_Nabord,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4241856.6155,490713.4196,4722506.4592,0.8396,ITRF-20 2025-12-28,48.0711149968,6.5988519083,100.08,0,94.74,15.8,25.9,30.6,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRSU,Sautron,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4334878.1804,-125441.0449,4661408.1440,0.4684,ITRF-20 2025-12-28,47.2586144905,-1.6575407660,100.08,0,99.7,26.8,26.7,28.4,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-26
FRSV,Saviere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4231759.3871,292636.2502,4747327.9178,0.7601,ITRF-20 2025-12-28,48.4094866596,3.9558420847,100.08,0,98.08,13.5,23.6,28.1,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRUN,Ugine,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4430795.5109,498164.8245,4546130.4219,0.7369,ITRF-20 2025-12-28,45.7485631253,6.4149600217,100.08,0,96.3,16.2,26.2,28.7,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
FRVL,Villevaude,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4195287.7250,193706.7510,4784360.7002,0.5105,ITRF-20 2025-12-28,48.9137448003,2.6436094710,100.08,0,80.0,16.0,29.5,20.2,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-26
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3933117.2548,-346814.4916,4992457.7791,0.2502,ITRF-20 2025-12-28,51.8477298276,-5.0391948392,99.83,0,99.13,29.0,34.9,28.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4895457.5694,720813.2119,4011029.7268,0.5602,ITRF-20 2025-12-28,39.2165164906,8.3761159493,97.17,0,96.67,18.5,18.7,13.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3659931.1921,-248164.5035,5200295.7874,0.5144,ITRF-20 2025-12-28,54.9815813042,-3.8790477216,100.08,0,99.87,32.7,33.5,31.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3653804.1685,-384282.3345,5196557.0011,0.2421,ITRF-20 2025-12-28,54.9209545410,-6.0039090919,99.62,0,99.58,23.0,23.6,20.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4651582.5043,748834.0589,4285205.7590,0.7322,ITRF-20 2025-12-28,42.4789413770,9.1452846738,98.0,0,87.5,23.4,24.8,19.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4655704.8197,-208434.5097,4340364.7778,0.924,ITRF-20 2025-12-28,43.1557915313,-2.5634031662,99.87,0,99.15,33.9,36.8,27.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,3776797.0409,-511531.8165,5097193.4865,0.6963,ITRF-20 2025-12-28,53.3981372132,-7.7132413730,100.08,0,98.97,38.8,34.3,28.4,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2025-12-27
2CHR,2CHR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3886164.6007,14577.7515,5040600.1940,0.5052,ITRF-20 2025-12-28,52.5544993079,0.2149264976,99.87,0,99.17,30.2,33.1,26.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4947807.3332,-351085.1732,3997171.7500,0.2768,ITRF-20 2025-12-28,39.0514363341,-4.0587755533,100.08,0,99.25,32.9,38.2,31.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2CLI,2CLI_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3786392.7918,-196876.2251,5111733.3589,0.3788,ITRF-20 2025-12-28,53.6186573411,-2.9764549876,100.08,0,99.65,37.7,38.4,30.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2CUM,2CUM_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4995889.5887,-572270.7023,3911776.6396,0.4513,ITRF-20 2025-12-28,38.0664159409,-6.5346528735,100.08,0,98.15,31.3,35.2,28.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2DUN,2DUN_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3503797.4291,-159473.9626,5309440.6859,0.2205,ITRF-20 2025-12-28,56.7279428822,-2.6059963710,100.08,0,99.85,36.1,39.8,32.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2FIG,2FIG_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4719344.3867,769669.2318,4206849.1995,0.3909,ITRF-20 2025-12-28,41.5316756623,9.2627157632,97.46,0,98.22,21.9,23.8,19.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2GAW,2GAW_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3738848.4143,-643731.4808,5110070.3452,1.6386,ITRF-20 2025-12-28,53.5927753591,-9.7690490048,100.08,0,98.28,25.9,28.7,23.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2IMP,2IMP_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4560082.9972,642320.3924,4398216.6544,0.3883,ITRF-20 2025-12-28,43.8759131708,8.0177729173,100.08,0,93.75,32.4,32.7,25.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2INV,2INV_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3404389.5484,-237950.0931,5370342.2791,0.1208,ITRF-20 2025-12-28,57.7391965387,-3.9981909573,100.08,0,99.76,35.4,38.7,32.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2KIR,2KIR_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3326874.7844,-193417.2048,5420188.8021,0.1965,ITRF-20 2025-12-28,58.5870136176,-3.3273055901,99.67,0,98.33,23.0,23.8,18.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2LIA,2LIA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4060370.4259,-351271.2402,4889949.7318,0.2472,ITRF-20 2025-12-28,50.3795823210,-4.9444683138,100.08,0,95.24,34.5,39.6,29.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2NER,2NER_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3880525.7474,-460461.2156,5024115.0345,0.4721,ITRF-20 2025-12-28,52.3106212088,-6.7670463271,99.87,0,99.64,24.6,25.0,21.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2OBA,2OBA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3529045.2588,-344290.1237,5284035.9332,0.2632,ITRF-20 2025-12-28,56.3146424834,-5.5720856381,98.92,0,99.77,34.3,40.0,34.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2PIM,2PIM_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,3797143.9540,-21341.8685,5107616.9749,0.6246,ITRF-20 2025-12-28,53.5555158328,-0.3220278608,99.04,0,98.8,44.7,41.8,37.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2SAL,2SAL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4808153.4772,-475682.3134,4151135.4150,0.3035,ITRF-20 2025-12-28,40.8581163845,-5.6500251864,100.08,0,99.79,25.7,31.4,27.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2TER,2TER_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4853749.4100,-82259.3888,4124997.8452,0.4334,ITRF-20 2025-12-28,40.5457212001,-0.9709328314,99.67,0,98.8,27.5,32.9,26.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2UBE,2UBE_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,5022624.0433,-295174.2995,3908270.0232,0.3926,ITRF-20 2025-12-28,38.0263786502,-3.3633437979,99.87,0,90.91,33.6,34.6,26.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2VIE,2VIE_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4567491.5216,1324159.5656,4236175.9856,0.4588,ITRF-20 2025-12-28,41.8853318693,16.1673802994,98.46,0,99.29,29.9,29.7,24.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
2WOR,2WOR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3910775.5035,-132770.8442,5020085.7212,0.5998,ITRF-20 2025-12-28,52.2509390421,-1.9444451155,99.62,0,98.44,36.1,42.7,36.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-27
FRAG,Angresse,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4620598.3650,-108108.2280,4380707.2440,0.4461,ITRF-20 2025-12-28,43.6577403308,-1.3403059105,100.08,0,87.5,16.2,21.2,15.8,1C 1X 2W 2X 5X,1C 2C,1X 5X 7X 8X,2I 6I 7I,2025-12-27
FRAV,Aveze,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4588237.3222,288420.4652,4406637.0026,0.3401,ITRF-20 2025-12-28,43.9792228841,3.5969282341,100.08,0,92.86,16.1,21.7,27.3,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRBA,Barcelonette,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4536387.8482,526117.0529,4439285.7946,0.6917,ITRF-20 2025-12-28,44.3811841127,6.6154425555,100.08,0,97.5,14.6,23.9,26.8,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRBR,Bruges,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4525983.8183,-47588.3766,4478776.0275,0.2775,ITRF-20 2025-12-28,44.8904615573,-0.6024132636,100.08,0,93.33,16.8,29.0,18.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRCP,Case_De_Pene,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4683425.0776,228239.5508,4309360.2530,0.3379,ITRF-20 2025-12-28,42.7760224714,2.7900147775,100.08,0,97.96,14.8,28.1,31.8,1C 2W 5X,1C 1P 2C 2P,1X 5X 7X 8X,2I 7I,2025-12-27
FRCT,Castellane,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4578073.8369,524397.5217,4396223.6162,1.0547,ITRF-20 2025-12-28,43.8448274075,6.5344911416,90.29,0,95.24,16.4,20.6,25.3,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRCA,Castres,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4626088.7042,183809.9046,4372697.7302,0.9335,ITRF-20 2025-12-28,43.5566510015,2.2753551596,100.08,0,94.12,15.2,24.0,27.1,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRCD,Chateau_D_Olonne,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4397731.5661,-131352.3125,4602353.4402,0.4853,ITRF-20 2025-12-28,46.4818635480,-1.7108129707,100.08,0,99.94,26.8,21.8,21.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-27
FRDM,Dhuis_Et_Morin_En_Brie,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4194586.1013,255568.9170,4782244.1590,0.4375,ITRF-20 2025-12-28,48.8835670261,3.4866231555,100.08,0,92.86,13.4,21.5,25.9,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRDO,Dontcourt_Aux_Templiers,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4166866.9402,417067.4905,4795041.3899,0.5006,ITRF-20 2025-12-28,49.0586604577,5.7157773311,100.08,0,94.12,13.7,22.7,25.9,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRDZ,Donzere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4545867.0512,374548.8822,4443424.9887,0.324,ITRF-20 2025-12-28,44.4425726826,4.7101477269,100.08,0,92.31,13.4,20.9,24.1,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRDR,Drucat,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4092884.7938,132257.0979,4873684.7563,0.2907,ITRF-20 2025-12-28,50.1514121096,1.8508064646,100.08,0,99.74,28.2,26.2,24.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-27
FREB,Ebersheim,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4214243.6438,554654.4844,4739684.3511,0.6954,ITRF-20 2025-12-28,48.3052003272,7.4978454649,100.08,0,99.86,26.5,27.1,25.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-27
FRGU,Guidel,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4282860.3496,-260813.9975,4703393.8227,0.2678,ITRF-20 2025-12-28,47.8180983797,-3.4848462423,100.08,0,99.69,27.9,26.8,0.0,1C 2W,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-27
FRBO,La_Bourdiniere,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4247474.4443,106233.7274,4741253.7696,0.4532,ITRF-20 2025-12-28,48.3265701722,1.4327279809,100.08,0,99.84,26.2,22.5,21.6,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-27
FRPE,Le_Puy_En_Velay,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4506435.8886,307465.1599,4489254.4309,0.5368,ITRF-20 2025-12-28,45.0164412011,3.9031281738,100.08,0,97.83,14.0,22.8,26.8,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
FRMY,Maye,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4249467.0264,-47432.6824,4740390.9820,0.4945,ITRF-20 2025-12-28,48.3151711849,-0.6395106998,100.08,0,99.79,30.4,25.6,27.0,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-27
FRMZ,Mazan,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4573244.6825,410604.8845,4412364.6268,0.3557,ITRF-20 2025-12-28,44.0516422000,5.1304963779,100.08,0,88.89,14.8,22.9,28.8,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-27
